"MUT1"	"MUT2"	"MUT3"	"MUT4"	"WT1"	"WT2"	"WT3"	"WT4"
"Homer1"	502.287078286186	462.176952847557	513.027315705795	433.895575029804	432.960812426407	513.762064668771	459.217520245537	498.29675291215
"Homer2"	407.750156707607	383.372587615485	369.648502582778	341.531665493757	389.579670120421	386.613706611912	329.396533509457	346.927361933176
"Homer3"	745.79127023101	789.108576175206	814.346852659636	807.647208966369	785.964225308448	805.272934360106	802.177440428912	787.872979132796
"Homez"	376.237849514748	331.191318745599	302.439683931364	338.309668649476	284.954562205985	312.185399456678	261.579600139863	284.875313457324
"Hook1"	743.881433431443	748.641469704683	731.455976322892	656.213357285175	683.040338660913	713.27127690433	628.759853669522	659.067969417769
"Hook2"	193.848435156076	178.907207553893	134.417637302828	184.727819072095	165.018462889436	166.42996461101	169.542333423985	201.199066270189
"Hook3"	1679.70146521939	1757.12435990431	1859.44398268913	1866.61017178663	1666.34623092992	1824.52725179151	1918.25040102566	1986.60573377995
"Hopx"	31.5123071928596	17.0387816717993	22.4029395504714	41.8859589756494	22.9664871031689	16.5396238122743	27.1267733478376	27.2652940272686
"Hoxa1"	13.3688575969707	13.8440101083369	10.0813227977121	16.1099842214036	8.50610633450701	8.26981190613716	24.2203333462836	14.1027382899665
"Hoxa10"	1821.02938838737	1797.59146637483	1813.51795661066	1888.09015074851	1689.31271803309	1760.43620951895	1832.02601431289	1855.92035895959
"Hoxa11"	731.467494234255	660.252789782224	743.777593075651	706.691307845573	577.564620113026	612.999807542417	682.044587031346	702.316366840333
"Hoxa2"	62.0696959859355	42.5969541794983	78.41028842665	78.401923210831	67.1982400426054	58.9224098312273	75.5674400404048	87.4369773977924
"Hoxa3"	179.524659159321	174.647512135943	225.149542482238	184.727819072095	199.042888227464	220.183742000902	221.858253451958	217.182169665484
"Hoxa4"	37.2418175915613	36.2074110525736	43.6857321234193	49.4039516123045	39.9786997721829	37.2141535776172	38.7525333540537	35.7269370012485
"Hoxa5"	219.631231950233	261.971268203915	269.955421583181	243.797761217242	206.69838392852	262.566528019855	228.639946788917	250.08855900874
"Hoxa6"	63.9795327855028	57.5058881423227	61.6080837637964	69.8099316260824	53.5884699073942	100.271469361913	67.816933369594	94.0182552664435
"Hoxa7"	137.508249568842	117.14162399362	136.657931257876	106.325895861264	136.097701352112	115.77736668592	120.132853397567	101.539715687759
"Hoxa9"	374.32801271518	376.98304448856	394.291736088297	365.159642351816	403.189440255632	373.175262264439	374.93076020047	417.441053383009
"Hoxb2"	519.475609482291	457.917257429607	505.18628686313	445.709563458834	471.238290931688	466.210646208482	463.092773580942	455.048355489586
"Hoxb3"	1087.65205735355	1042.56045354322	1209.75873572546	980.561039609434	939.074139329574	959.29818111191	1008.53468053925	976.849672218348
"Hoxb4"	275.971417537467	232.153400278266	271.075568560704	238.427766476774	222.859985964084	217.0825625361	211.201306779593	256.669836877391
"Hoxb5"	270.241907138765	304.568222383413	273.315862515751	221.243783307277	222.009375330633	211.913930094765	217.983000116552	262.310932193377
"Hoxb6"	404.885401508256	429.164313358445	429.016292391528	363.011644455629	372.567457451407	382.478800658844	373.961946866619	401.457949987714
"Hoxb7"	571.99612147039	538.851470370653	464.860995672282	466.115543472612	455.076688896125	416.591774771659	425.30905356074	367.611378091794
"Hoxb8"	1154.4963453384	1052.14476823361	1012.61286768131	875.309142696264	895.692997023588	882.802420980142	830.273027110601	749.325494473554
"Hoxb9"	941.549542186653	904.120352459851	938.683167164752	891.419126917668	700.903161963378	696.731653092056	795.395747091953	811.377542949407
"Hoxc10"	924.361010990547	966.950859874612	1102.22462588319	1024.59499648127	990.110777336616	930.35383944043	1011.4411205408	1047.36336366818
"Hoxc11"	67.7992063846373	53.2461927243729	73.9297005165557	83.7719179512989	44.2317529394365	66.1584952490973	71.6921867049994	96.8388029244368
"Hoxc4"	174.750067160403	200.205684643642	202.746602931766	210.503793826341	174.375179857394	194.340579794223	145.322000077702	225.643812639464
"Hoxc5"	101.221350377064	103.297613885283	128.816902415211	106.325895861264	107.176939814788	88.9004779909745	101.725400054391	153.249756084303
"Hoxc6"	127.004147171222	144.829644210294	145.619107078064	135.323867459791	141.201365152816	155.058973240072	118.195226729864	163.591764163612
"Hoxc8"	144.192678367327	151.219187337219	174.742928493677	147.13785588882	184.582507458802	175.733503005415	136.602680073039	148.548843320981
"Hoxc9"	207.217292753046	208.725075479542	227.389836437285	230.909773840119	206.69838392852	222.251194977436	209.26368011189	218.122352218149
"Hoxd1"	30.5573887930759	37.272334907061	45.9260260784664	38.6639621313687	34.8750359714787	28.9443416714801	37.7837200202024	39.4876672119063
"Hoxd10"	599.688755064116	613.396140184776	673.208333491666	629.363383582835	510.366380070421	547.875038781587	655.88662701736	663.768882181091
"Hoxd11"	764.889638226682	719.888525633521	761.699944716028	743.207272080754	619.24454115211	688.461841185918	820.584893772088	807.616812738749
"Hoxd12"	317.987827127947	288.594364566101	336.044093257071	323.273683376166	181.180064924999	175.733503005415	245.10977346439	277.353853036008
"Hoxd13"	20.0532863954561	18.1037055262868	21.2827925729478	23.6279768580587	28.0701509038731	11.3709913709386	13.5633866739188	28.205476579933
"Hoxd3"	254.008294342444	322.6719279097	341.644828144689	307.163699154763	264.539907003168	263.600254508122	280.95586681689	345.987179380512
"Hoxd4"	467.910015893975	490.929896918718	575.755546447115	482.225527694015	402.338829622182	418.659227748194	440.810066902361	550.006793308694
"Hoxd8"	442.127219099818	373.788272925098	436.857321234193	336.161670753289	412.54615722359	361.804270893501	372.024320198916	415.56068827768
"Hoxd9"	627.381388657841	540.981318079628	542.151137121408	549.887461423911	595.427443415491	540.638953363717	606.477146990941	488.894927385506
"Hp1bp3"	3110.16922809526	3033.96806143477	3059.12139561687	3186.55487899364	3216.1588050771	3069.13394366515	3060.48132163639	3011.40471618418
"Hpca"	8.59426559805261	15.9738578173119	11.2014697752357	16.1099842214036	13.6097701352112	14.47217083574	20.3450800108782	20.6840161586176
"Hpcal1"	272.151743938333	271.555582894302	234.110718302426	257.759747542458	283.253340939084	290.477143203068	268.361293476822	232.225090508115
"Hpcal4"	17.1885311961052	12.7790862538495	14.5619107078064	12.8879873771229	22.9664871031689	11.3709913709386	12.5945733400675	25.3849289219397
"Hpgd"	183.344332758456	250.257105804553	183.704104313866	199.763804345405	186.283728725704	247.060630695848	173.41758675939	196.498153506867
"Hpgds"	36.2868991917777	45.7917257429607	24.6432335055186	35.441965287088	39.1280891387322	42.3827860189529	28.095586681689	38.5474846592418
"Hpn"	103.131187176631	123.531167120545	94.0923461119799	88.0679137436732	119.085488683098	92.0016574557759	103.663026722094	85.5566122924636
"Hps1"	121.27463677252	106.492385448746	134.417637302828	139.619863252165	142.051975786267	111.642460732852	158.88538675162	120.343366741048
"Hps3"	149.922188766029	162.933349736581	148.979548010635	156.803846421662	160.765409722183	155.058973240072	141.446746742296	167.352494374269
"Hps4"	240.639436745473	261.971268203915	266.59498065061	276.017729660049	232.216702932041	234.655912836642	257.704346804457	235.045638166109
"Hps5"	464.090342294841	464.306800556532	440.217762166763	510.149500344448	481.445618533097	498.256167344764	495.063613598036	503.937848228137
"Hps6"	69.7090431842045	51.116345015398	68.3289656289378	70.883930574176	56.990912441197	79.5969395965702	83.3179467112155	51.7100403965439
"Hpse"	68.7541247844209	71.3498982506597	43.6857321234193	51.5519495084916	77.4055676440138	67.1922217373644	65.8793067018914	51.7100403965439
"Hr"	12.4139391971871	5.32461927243729	21.2827925729478	6.44399368856145	14.4603807686619	3.10117946480143	12.5945733400675	12.2223731846377
"Hrc"	44.8811647898303	62.83050741476	43.6857321234193	42.959957923743	41.6799210390844	73.3945806669673	52.3159200279725	49.829675291215
"Hrk"	10.5041023976199	15.9738578173119	4.48058791009428	9.66599053284218	6.80488506760561	16.5396238122743	13.5633866739188	12.2223731846377
"Hs1bp3"	215.811558351099	247.06233424109	259.874098785468	260.981744386739	220.308154063732	279.106151832129	238.32808012743	271.712757720022
"Hs2st1"	1356.93904609253	1549.46420827925	1393.46284003932	1455.26857466679	1443.48624496584	1479.26260471028	1423.18678742762	1449.76149620856
"Hs3st1"	22.918041594807	10.6492385448746	19.0424986179007	24.7019758061522	29.7713721707745	22.7419827418772	26.1579600139863	24.4447463692753
"Hs3st3a1"	86.8975743803097	52.1812688698854	60.4879367862728	56.9219442489595	73.1525144767603	60.9898628077615	52.3159200279725	52.6502229492083
"Hs3st3b1"	804.996211017595	719.888525633521	554.472753874168	536.999474046788	823.391093180279	669.85476439711	627.79104033567	433.424156778304
"Hs3st4"	2.86475519935087	10.6492385448746	3.36044093257071	11.8139884290293	14.4603807686619	35.1467006010829	9.68813333851343	15.042920842631
"Hs3st6"	179.524659159321	135.245329519907	136.657931257876	160.025843265943	125.890373750704	87.8667515027073	133.696240071485	124.104096951705
"Hs6st1"	934.865113388167	858.328626716891	869.234054558291	780.797235264029	867.622846119715	830.082370078517	841.898787116817	780.351518711481
"Hs6st2"	690.40600304356	706.044515525184	748.258180985745	675.545338350859	697.500719429575	792.8682165009	918.435040491074	842.403567187333
"Hsbp1"	1019.85285096891	1008.48289019962	955.485371827606	1068.62895335311	1099.83954905176	1057.50219749729	989.158413862222	895.993972689206
"Hscb"	110.7705343749	89.4536037769464	98.5729340220742	97.7339042765154	111.429992982042	85.799298526173	93.9748933835803	74.2744216604903
"Hsd11b2"	474.594444692461	454.722485866144	556.713047829215	553.109458268191	395.533944554576	405.220783400721	422.402613559186	490.775292490835
"Hsd17b10"	916.721663792278	806.147357847005	791.943913109165	810.86920581065	881.232616254926	822.846284660647	805.083880430466	813.257908054736
"Hsd17b11"	494.647731087917	486.670201500768	432.376733324098	451.079558199302	546.09202667535	488.952628950359	536.722586953644	396.757037224391
"Hsd17b12"	1366.48823009037	1357.77791447151	1453.9507768256	1273.76275243898	1286.97388841091	1243.57296538538	1312.74206736857	1218.47658825311
"Hsd17b14"	40.1065727909122	38.3372587615485	33.6044093257071	31.1459694947137	55.2896911742956	24.8094357184115	34.8772800186484	22.5643812639464
"Hsd17b4"	933.910194988384	973.340403001536	894.997435041333	924.713094308569	945.87902439718	942.758557299636	892.277080477087	899.754702899864
"Hsd17b7"	413.479667106309	419.579998668058	471.581877537423	396.305611846529	379.372342519013	392.816065541515	454.37345357628	440.94561719962
"Hsd3b7"	78.3033087822571	86.2588322134841	82.8908763367442	88.0679137436732	98.6708334802813	107.507554779783	89.1308267143236	73.3342391078259
"Hsdl1"	375.282931114964	308.827917801363	318.121741616694	321.125685479979	327.48509387852	300.814408085739	307.113826830876	298.97805174729
"Hsdl2"	344.725542321888	327.996547182137	330.443358369453	293.201712829546	354.704634148942	327.691296780685	300.332133493916	307.43969472127
"Hsf1"	487.963302289432	468.566495974481	536.55040223379	503.705506655887	491.652946134505	444.502389954872	452.435826908577	539.664785229386
"Hsf2"	537.61905907818	573.99395756874	593.677898087493	589.625422503373	523.125539572181	593.359004265341	595.820200318576	563.169349045996
"Hsp90aa1"	16891.5515737725	17066.469692016	16560.2529157085	17279.5690758775	16301.1021794492	16836.303314407	16210.1847020007	17610.5593939575
"Hsp90ab1"	40297.5564708689	43939.823160007	42235.1417875262	41550.8713038443	40880.3470436407	40846.668457388	40378.2021282563	39955.8781231331
"Hsp90b1"	14136.6119903968	15015.4263482732	13063.1540518799	13688.1165934526	14661.9754887897	14899.0998753944	13121.6077936826	13841.3675403258
"Hspa12a"	357.139481519075	340.775633435986	267.715127628133	308.237698102856	429.558369892604	407.288236377255	397.213466879051	276.413670483344
"Hspa12b"	517.565772682724	506.90375473603	548.87201898655	640.103373063771	544.390805408449	565.448389082128	625.853413667968	613.939206889876
"Hspa13"	1308.23820770356	1175.67593535415	1234.40196923098	1249.06077663283	1260.60495877394	1310.76518712274	1290.45936068999	1235.39987420107
"Hspa14"	1103.88567014987	1075.57309303233	1007.01213279369	1023.52099753318	1065.81512371373	1030.62530880234	1043.4119605579	1021.97843474624
"Hspa1a"	16.2336127963216	15.9738578173119	13.4417637302829	11.8139884290293	11.9085488683098	17.5733503005415	14.5322000077702	15.042920842631
"Hspa1b"	42.971327990263	44.7268018884732	31.36411537066	32.2199684428073	40.8293104056337	53.7537773898915	43.5966000233105	30.0858416852619
"Hspa1l"	50.610675188532	56.4409642878352	66.0886716738907	42.959957923743	51.0366380070421	49.6188714368229	61.0352400326346	60.1716833705238
"Hspa2"	102.176268776848	78.8043652320719	96.3326400670271	92.3639095360475	77.4055676440138	87.8667515027073	89.1308267143236	99.6593505824301
"Hspa4"	6096.19906421865	6399.12744161513	6558.46055340051	6590.05754550218	5999.3567977278	5944.96103402435	6257.56532334583	6497.60162146391
"Hspa4l"	161.381209563432	148.024415773757	115.375138684928	146.063856940726	143.753197053168	151.95779377527	122.070480065269	121.283549293712
"Hspa5"	12994.5295842555	13145.4200597932	11365.0112339542	12026.6402207519	12870.5894947426	13378.4882111534	11295.3946593728	11984.5069988135
"Hspa8"	38101.2441513666	38651.4112986223	34916.1014363872	36058.4406832937	35540.2134868372	36897.8332722075	32263.4216439174	37330.888436094
"Hspa9"	6857.2690288462	7065.76977452428	6998.67831556727	6859.63128147367	6912.91261805385	6703.71627641243	6793.31909696562	6786.23766513189
"Hspb1"	38.1967359913449	55.3760404333478	42.5655851458957	46.1819547680237	56.990912441197	89.9342044792416	57.1599866972293	29.1456591325975
"Hspb11"	135.598412769275	130.985634101957	133.297490325305	121.361881134574	131.844648184859	142.654255380866	147.259626745404	118.463001635719
"Hspb6"	27.6926335937251	26.6230963621864	25.7633804830421	36.5159642351816	20.4146552028168	27.9106151832129	14.5322000077702	20.6840161586176
"Hspb8"	23.8729599945906	55.3760404333478	39.205144213325	50.477950560398	51.8872486404928	50.6525979250901	45.5342266910131	33.8465718959196
"Hspbap1"	165.200883162567	145.894568064782	140.018372190446	161.099842214036	114.832435515845	123.01345210379	162.760640087026	165.472129268941
"Hspbp1"	480.323955091163	440.878475757807	454.77967287457	491.891518226858	458.479131429928	483.783996509024	487.313106927226	481.373466964191
"Hspd1"	10775.2992231584	11017.7021985272	11062.5715500228	10962.3072631911	10313.6539305898	9963.05589391874	10460.277565593	11126.1203282309
"Hspe1"	3626.7800823782	3127.68136062966	3296.59255485187	3418.53865178185	3204.25025620879	3507.43397469042	3245.524668402	3542.60785843959
"Hspg2"	3285.87421365545	3419.47049675923	3558.70694759238	3478.68259287509	3087.71659942604	3321.36320680234	3499.35376187105	3992.95530116585
"Hsph1"	2162.89017550991	2350.28694685382	1822.47913243085	2116.85192669244	2131.63024742746	2347.59285485469	1878.52905433775	2467.97920074414
"Htatip2"	38.1967359913449	41.5320303250108	34.7245563032307	35.441965287088	34.8750359714787	33.0792476245486	51.3471066941212	42.3082148698996
"Htatsf1"	1489.67270366245	1472.78969075615	1526.76033036463	1414.45661463924	1449.44051939999	1482.36378417509	1408.65458741985	1491.12952852579
"Htra2"	349.500134320806	381.24273990651	362.927620717637	349.049658130412	366.613183017252	353.534458987364	382.681266871281	398.63740232972
"Htra3"	50.610675188532	61.7655835602725	56.0073488761785	51.5519495084916	61.2439656084505	67.1922217373644	53.2847333618239	46.0689450805573
"Htt"	1132.53322214338	1158.63715368235	1139.18947614147	1130.92089234253	1043.69924724401	1023.38922338447	1139.32448060918	1205.31403251581
"Hunk"	978.791359778214	854.068931298941	908.439198771616	952.637066959001	831.046588881335	862.127891214799	975.595027188303	1028.55971261489
"Hus1"	723.828147035986	655.993094364274	650.805393941195	698.099316260824	660.924462191195	607.831175101081	630.697480337225	690.093993655695
"Huwe1"	8965.72885556844	9214.78611287997	9471.96284193932	9678.8785202193	8351.29519921898	8523.07489576261	9336.4540983254	10296.8793167809
"Hvcn1"	315.123071928596	351.424871980861	342.764975122213	355.493651818973	318.128376910562	266.701433972923	310.989080166281	306.499512168606
"Hyal1"	36.2868991917777	40.4671064705234	45.9260260784664	48.3299526642109	44.2317529394365	50.6525979250901	58.1288000310806	62.9922310285171
"Hyal2"	699.000268641612	663.447561345686	715.773918637562	733.541281547912	677.086064226758	721.541088810467	695.607973705264	679.751985576386
"Hyal3"	8.59426559805261	13.8440101083369	8.96117582018857	10.7399894809358	13.6097701352112	12.4047178592057	22.2827066785809	12.2223731846377
"Hyi"	57.2951039870174	76.674517523097	33.6044093257071	47.2559537161173	47.6341954732393	47.5514184602887	53.2847333618239	70.5136914498326
"Hyls1"	147.057433566678	145.894568064782	135.537784280352	143.915859044539	146.305028953521	130.24953752166	157.916573417769	123.163914399041
"Hyou1"	2507.61571783179	2584.57019484106	2221.25145642924	2383.20366581964	2428.49335850175	2402.38035873284	2149.79678781613	2367.37966760905
"Iah1"	218.67631355045	215.114618606466	189.304839201483	206.207798033966	241.573419899999	220.183742000902	215.076560114998	221.883082428807
"Iars2"	974.016767779296	945.652382784862	935.322726232182	974.117045920873	917.808873493306	942.758557299636	1034.69264055323	944.883465427757
"Ibtk"	1530.73419485315	1347.12867592663	1450.59033589302	1437.0105925492	1349.91907528626	1327.30481093501	1435.78136076769	1367.96561412675
"Ica1"	153.741862365163	145.894568064782	138.898225212923	146.063856940726	165.018462889436	168.497417587545	162.760640087026	140.087200347001
"Ica1l"	15.278694396538	14.9089339628244	12.3216167527593	3.22199684428073	12.7591595017605	9.3035383944043	9.68813333851343	7.52146042131548
"Icam1"	52.5205119880993	60.7006597057851	49.2864670110371	48.3299526642109	60.3933549749998	82.6981190613716	70.7233733711481	71.453874002497
"Icam2"	186.209087957807	142.699796501319	155.700429875776	212.651791722528	191.387392526408	190.205673841155	180.19928009635	167.352494374269
"Icmt"	939.639705387085	940.327763512425	980.128605333124	865.643152163422	839.552695215842	954.129548670575	895.183520478641	939.24237011177
"Id1"	637.88549105546	646.408779673887	601.518926930158	600.365411984309	669.430568525702	666.753584932308	658.793067018913	648.72596133846
"Id2"	2207.77134029974	1926.44725276781	1919.9319194754	1858.01818020189	2076.34055625316	2102.59967713537	2022.8822410816	2052.41851246646
"Id3"	2275.57054668437	2292.7810587115	2227.97233829438	2257.5457888927	2357.04206529189	2430.29097391606	2223.42660118883	2185.92443494481
"Id4"	418.254259105227	371.658425216123	337.164240234595	282.46172334861	395.533944554576	356.635638452165	347.803986852632	267.952027509364
"Ide"	1291.04967650746	1358.842838326	1205.27814781536	1131.99489129063	1228.28175470281	1145.368949	1784.55416095417	1174.28800827788
"Idh1"	1454.34072287046	1390.79055396062	1507.71783174673	1434.86259465302	1520.89181260985	1502.00458745216	1451.28237410931	1286.16973204495
"Idh2"	2717.69776578419	2857.19070158985	2874.29714432548	2734.40132184624	3058.79583788872	3009.17780734566	2841.52950818599	2864.73623796853
"Idh3a"	1095.29140455182	1123.49466648427	1069.74036353501	992.375028038464	1036.04375154295	1096.78380405144	1026.94213388242	1035.14099048354
"Idh3b"	1185.05373413148	1220.40273724263	1236.64226318602	1230.80279451524	1268.260454475	1117.45833381678	1161.60718728776	1161.12545254058
"Idh3g"	889.029030198553	849.809235880991	927.481697389517	936.527082737598	913.555820326053	905.544403722019	864.181493795398	848.984845055984
"Idi1"	1550.7874812486	1501.54263482732	1729.50693329639	1607.77642529608	1328.65380945	1415.17156243772	1571.41522750688	1423.43638473395
"Ids"	562.446937472554	509.033602445005	545.511578053979	545.591465631536	552.896911742956	596.460183730142	635.541547006481	622.400849863856
"Idua"	60.1598591863683	94.7782230493837	69.4491126064614	74.1059274184567	48.48480610669	55.8212303664258	79.4426933758102	54.5305880545372
"Ier2"	500.377241486619	456.852333575119	421.175263548863	463.967545576425	460.180352696829	419.692954236461	457.279893577834	441.885799752284
"Ier3"	15.278694396538	19.1686293807742	20.1626455954243	22.5539779099651	18.7134339359154	23.7757092301443	22.2827066785809	10.3420080793088
"Ier3ip1"	874.705254201799	901.990504750877	860.272878738102	846.311171097737	905.900324624997	807.34038733664	884.526573806276	817.018638265394
"Ier5"	564.356774272121	570.799186005277	553.352606896644	486.52152348639	619.24454115211	635.741790284294	597.757826986279	602.657016257903
"Ier5l"	270.241907138765	247.06233424109	278.916597403369	253.463751750084	296.012500440844	299.780681597472	273.205360146079	325.303163221894
"Iffo1"	85.9426559805261	150.154263482732	107.534109842263	107.399894809358	99.521444113732	135.418169962996	112.382346726756	137.266652689007
"Iffo2"	630.246143857191	712.434058652109	603.759220885205	674.471339402765	620.095151785561	622.303345936821	656.855440351211	657.18760431244
"Ifi27l1"	25.7827967941578	48.986497306423	48.1663200335135	48.3299526642109	51.0366380070421	52.7200509016244	44.5654133571618	40.4278497645707
"Ifi30"	276.926335937251	305.6331462379	275.556156470798	286.757719140985	295.161889807393	328.725023268952	278.049426815336	235.985820718773
"Ifi35"	15.278694396538	29.8178679256488	14.5619107078064	15.0359852733101	22.1158764697182	27.9106151832129	26.1579600139863	11.2821906319732
"Ifih1"	50.610675188532	46.8566495974481	34.7245563032307	33.2939673909008	53.5884699073942	63.0573157842958	64.91049336804	42.3082148698996
"Ifit2"	235.864844746555	221.504161733391	201.626455954243	194.393809604937	210.951437095774	230.521006883573	250.922653467498	246.327828798082
"Ifitm1"	72.5737983835554	69.2200505416847	69.4491126064614	55.8479453008659	70.6006825764082	74.4283071552344	69.7545600372967	44.1885799752284
"Ifitm2"	1180.27914213256	1125.62451419324	1203.03785386032	1131.99489129063	1321.84892438239	1198.08899990162	1231.36174732506	1057.70537174749
"Ifitm3"	135.598412769275	135.245329519907	137.778078235399	113.843888497919	158.21357782183	136.451896451263	138.540306740742	85.5566122924636
"Ifnar1"	1521.18501085531	1439.77705126704	1466.27239357835	1549.78048209903	1509.83387437499	1606.41096276714	1484.22202746026	1480.78752044648
"Ifnar2"	217.721395150666	225.763857151341	252.033069942803	224.465780151557	249.228915601055	252.229263137183	237.359266793579	238.806368376766
"Ifngr1"	223.450905549368	231.088476423778	215.068219684526	231.983772788212	258.585632569013	282.207331296931	250.922653467498	206.840161586176
"Ifngr2"	400.110809509338	436.618780339858	409.973793773627	382.343625521313	390.430280753872	394.883518518049	360.3985601927	298.037869194626
"Ifrd1"	615.922367860437	578.253652986689	645.204659053577	568.145443541501	571.610345678871	617.134713495485	723.703560386954	689.153811103031
"Ifrd2"	467.910015893975	435.55385648537	476.062465447518	479.003530849735	450.823635728872	442.434936978338	417.558546889929	443.766164857613
"Ift122"	457.405913496356	498.38436390013	425.655851458957	481.151528745922	465.284016497534	504.458526274367	521.221573612023	487.014562280177
"Ift140"	652.209267052215	653.863246655299	691.130685132043	673.397340454672	611.589045451054	597.49391021841	621.978160332562	658.127786865104
"Ift172"	558.62726387342	585.708119968102	609.359955772823	592.847419347654	545.241416041899	540.638953363717	544.473093624455	642.144683469809
"Ift20"	356.184563119292	391.891978451384	396.532030043344	357.641649715161	374.268678718308	346.298373569493	377.837200202024	396.757037224391
"Ift27"	238.729599945906	240.672791114165	224.029395504714	247.019758061522	223.710596597534	182.969588423285	216.04537344885	210.600891796833
"Ift46"	610.192857461735	528.202231825779	638.483777188435	592.847419347654	620.945762419012	574.751927476533	584.19444031236	542.485332887379
"Ift52"	545.258406276449	559.085023605915	588.077163199875	574.589437230063	569.90912441197	534.436594434114	558.036480298374	598.896286047245
"Ift57"	333.266521524485	256.646648931477	317.001594639171	315.755690739511	313.875323743309	340.096014639891	258.673160138309	306.499512168606
"Ift74"	931.045439789033	842.354768899579	886.036259221145	921.491097464288	900.796660824293	909.679309675087	968.813333851343	903.515433110522
"Ift80"	702.819942240747	634.694617274525	685.529950244425	679.841334143233	673.683621692955	618.168439983753	712.077800380737	648.72596133846
"Ift81"	470.774771093326	504.773907027055	532.069814323696	562.775448801034	518.021875771477	583.02173938267	512.502253607361	559.408618835339
"Ift88"	317.032908728163	350.359948126374	347.245563032307	349.049658130412	281.552119672182	356.635638452165	341.022293515673	333.764806195874
"Igbp1"	891.893785397904	850.874159735479	879.315377356003	861.347156371048	895.692997023588	898.308318304149	860.306240459993	789.753344238125
"Igdcc3"	139.418086368409	153.349035046194	191.545133156531	195.467808553031	108.027550448239	132.316990498195	175.355213427093	300.858416852619
"Igdcc4"	625.471551858273	604.876749348876	651.925540918718	836.645180564895	744.284304269363	828.014917101983	657.824253685062	688.213628550366
"Igf1"	549.078079875583	949.912078202812	408.853646796103	567.071444593408	1730.14202843873	2158.4209075018	1019.19162721161	576.331904783298
"Igf1r"	2204.90658510039	2178.83420628134	2263.81704157514	2329.50371841497	2152.89551326372	2058.14943813989	2321.27674790782	2434.13262884822
"Igf2"	32617.1477814092	34507.7925808116	34508.3679365686	37987.3427940698	36442.7113689284	38997.331769878	36928.2578464117	37486.0185572837
"Igf2bp1"	2685.23054019155	2814.59374741035	2669.31024743867	2789.17526819902	2455.71289877217	2467.50512749367	2559.60482803525	3224.82615563901
"Igf2bp2"	3288.7389688548	3187.31709648096	3437.73107401984	3329.39673909008	3143.00629060034	3236.59763476443	3260.05686840977	3379.95627682864
"Igf2bp3"	2122.78360271899	2144.75664293774	2292.94086299075	2310.17173734928	2074.63933498626	2035.40745539801	2207.92558784721	2416.2691603476
"Igf2r"	3148.36596408661	3256.53714702265	3099.44668680772	3313.28675486868	3325.88757679224	3361.67853984476	3122.48537500288	3384.65718959196
"Igfbp2"	869.930662202881	942.4576112214	1119.02683054605	1173.88085026628	766.400180739082	867.296523656134	1056.97534723182	1094.3724913014
"Igfbp3"	758.205209428197	992.50903238231	910.679492726663	1025.66899542936	1191.70549746443	1116.42460732852	1087.00856058121	1222.23731846376
"Igfbp4"	4215.00981664491	4309.74683911074	4016.84706139953	4319.62376923236	4653.69077560879	4630.06094094854	4427.47693570064	4224.24020912131
"Igfbp5"	8857.82307639289	10126.3609323212	8676.65848789758	9237.46495255284	12573.7263836683	14268.5267175514	11113.2577526088	7210.25999638355
"Igfbp6"	23.8729599945906	28.7529440711614	30.2439683931364	20.4059800137779	101.222665380633	103.372648826714	107.538280057499	37.6073021065774
"Igfbp7"	162.336127963216	126.725938684007	115.375138684928	124.583877978855	238.170977366196	230.521006883573	224.764693453512	123.163914399041
"Ighmbp2"	156.606617564514	168.257969009018	183.704104313866	163.247840110223	150.558082120774	163.328785146209	181.168093430201	175.814137348249
"Iglon5"	91.6721663792278	110.752080866696	119.855726595022	95.5859063803282	104.625107914436	124.047178592057	114.319973394459	118.463001635719
"Igsf1"	41.0614911906958	35.1424871980861	30.2439683931364	39.7379610794623	51.0366380070421	36.1804270893501	36.8149066863511	31.0260242379263
"Igsf10"	329.44684792535	376.98304448856	318.121741616694	426.377582393149	349.600970348238	354.568185475631	383.650080205132	431.543791672975
"Igsf11"	12.4139391971871	14.9089339628244	25.7633804830421	13.9619863252165	30.6219828042252	22.7419827418772	15.5010133416215	14.1027382899665
"Igsf3"	610.192857461735	617.655835602725	653.045687896242	652.991360440894	680.488506760561	689.495567674186	691.732720369859	699.495819182339
"Igsf5"	102.176268776848	89.4536037769464	125.45646148264	80.5499211070182	100.372054747183	79.5969395965702	76.5362533742561	65.8127786865104
"Igsf6"	10.5041023976199	13.8440101083369	24.6432335055186	34.3679663389944	24.6677083700703	15.5058973240072	28.095586681689	27.2652940272686
"Igsf8"	352.364889520157	359.944262816761	368.528355605255	372.677634988471	353.854023515492	357.669364940432	354.585680189592	350.688092143834
"Igsf9"	836.508518210454	860.458474425866	954.365224850082	851.681165838205	757.043463771124	728.777174228337	849.649293787628	900.694885452528
"Igsf9b"	28.6475519935087	23.4283247987241	32.4842623481836	19.3319810656844	36.5762572383802	22.7419827418772	32.9396533509457	39.4876672119063
"Ik"	1850.63185878066	2028.67994279861	2012.90411860986	1933.19810656844	1974.26728023908	1954.77678931317	1857.21516099303	1967.80208272666
"Ikbip"	478.414118291595	451.527714302682	432.376733324098	457.523551887863	527.378592739435	529.267961992778	513.471066941212	500.177118017479
"Ikbkb"	571.99612147039	573.99395756874	594.798045065016	614.327398309525	567.357292511618	579.920559917868	569.66224030459	622.400849863856
